order_id,product_id,quantity,unit_price,total_price
87,48,4,44.22,176.88
87,34,1,312.76,312.76
87,72,4,241.01,964.04
88,88,4,427.9,1711.6
88,59,4,493.16,1972.64
89,60,2,285.98,571.96
89,54,1,191.7,191.7
89,1,1,111.25,111.25
89,65,1,216.05,216.05
90,1,4,111.25,445.0
90,25,1,119.99,119.99
90,40,3,277.18,831.54
90,37,2,42.48,84.96
90,56,1,98.17,98.17
91,86,4,35.08,140.32
91,51,4,9.64,38.56
91,52,1,427.9,427.9
91,79,4,365.36,1461.44
92,84,3,282.56,847.68
92,18,3,391.81,1175.43
92,83,3,20.7,62.1
93,30,2,381.4,762.8
93,25,4,119.99,479.96
93,47,2,269.23,538.46
93,31,2,183.12,366.24
93,64,4,183.62,734.48
94,34,4,312.76,1251.04
94,27,1,446.68,446.68
94,9,2,258.66,517.32
94,100,4,377.25,1509.0
95,68,3,98.46,295.38
96,24,4,337.66,1350.64
96,37,4,42.48,169.92
97,39,2,312.46,624.92
98,53,3,489.09,1467.27
98,37,4,42.48,169.92
98,96,4,391.26,1565.04
98,56,1,98.17,98.17
99,88,1,427.9,427.9
99,54,4,191.7,766.8
99,100,1,377.25,377.25
100,30,4,381.4,1525.6
100,75,1,185.86,185.86
101,13,2,212.57,425.14
102,94,3,280.87,842.61
102,71,4,287.44,1149.76
102,52,1,427.9,427.9
103,93,3,497.5,1492.5
103,65,4,216.05,864.2
103,76,3,101.99,305.97
103,31,1,183.12,183.12
103,24,4,337.66,1350.64
104,97,1,285.12,285.12
104,45,2,243.97,487.94
104,17,1,236.06,236.06
104,96,2,391.26,782.52
105,66,1,86.63,86.63
105,8,3,7.15,21.45
105,40,1,277.18,277.18
105,85,3,59.24,177.72
106,22,2,158.75,317.5
106,58,1,447.62,447.62
107,14,3,14.86,44.58
107,75,1,185.86,185.86
108,18,2,391.81,783.62
108,95,2,72.82,145.64
108,40,4,277.18,1108.72
109,2,2,167.75,335.5
109,93,4,497.5,1990.0
109,17,2,236.06,472.12
109,97,4,285.12,1140.48
109,15,4,290.41,1161.64
110,99,4,242.79,971.16
110,99,2,242.79,485.58
110,38,1,211.21,211.21
111,32,2,75.65,151.3
112,52,3,427.9,1283.7
112,70,2,279.59,559.18
112,59,3,493.16,1479.48
112,22,3,158.75,476.25
113,44,1,122.31,122.31
113,87,2,169.88,339.76
113,94,1,280.87,280.87
113,22,3,158.75,476.25
114,57,2,57.47,114.94
114,89,4,249.75,999.0
114,27,4,446.68,1786.72
114,44,4,122.31,489.24
115,80,2,139.16,278.32
115,41,4,227.0,908.0
115,20,3,388.6,1165.8
115,71,2,287.44,574.88
115,29,4,74.74,298.96
116,64,4,183.62,734.48
116,48,4,44.22,176.88
116,43,3,161.9,485.7
116,67,3,407.75,1223.25
116,34,4,312.76,1251.04
117,21,1,398.96,398.96
117,11,1,270.28,270.28
117,95,2,72.82,145.64
117,47,1,269.23,269.23
118,6,3,391.62,1174.86
118,37,2,42.48,84.96
118,79,4,365.36,1461.44
119,81,1,169.92,169.92
119,9,1,258.66,258.66
120,82,2,366.72,733.44
120,83,3,20.7,62.1
120,21,1,398.96,398.96
121,88,3,427.9,1283.7
121,70,3,279.59,838.77
121,72,2,241.01,482.02
121,83,3,20.7,62.1
121,54,2,191.7,383.4
122,69,4,41.55,166.2
122,15,1,290.41,290.41
122,70,2,279.59,559.18
123,48,1,44.22,44.22
123,34,4,312.76,1251.04
124,85,4,59.24,236.96
124,5,4,13.8,55.2
124,77,2,207.66,415.32
124,77,4,207.66,830.64
125,58,1,447.62,447.62
125,87,4,169.88,679.52
125,50,3,361.92,1085.76
125,93,1,497.5,497.5
125,63,4,462.26,1849.04
126,70,3,279.59,838.77
127,43,4,161.9,647.6
127,69,4,41.55,166.2
127,99,2,242.79,485.58
127,56,2,98.17,196.34
128,74,3,472.21,1416.63
128,16,1,144.94,144.94
128,69,3,41.55,124.65
128,22,2,158.75,317.5
129,84,4,282.56,1130.24
129,48,1,44.22,44.22
129,66,1,86.63,86.63
129,89,4,249.75,999.0
129,27,2,446.68,893.36
130,51,3,9.64,28.92
131,93,4,497.5,1990.0
131,15,4,290.41,1161.64
131,64,1,183.62,183.62
132,24,4,337.66,1350.64
132,10,1,263.01,263.01
132,87,4,169.88,679.52
133,82,2,366.72,733.44
133,76,2,101.99,203.98
133,96,2,391.26,782.52
133,64,2,183.62,367.24
133,35,4,15.69,62.76
134,29,1,74.74,74.74
134,16,1,144.94,144.94
134,92,1,437.28,437.28
134,84,2,282.56,565.12
135,37,4,42.48,169.92
135,38,1,211.21,211.21
135,13,4,212.57,850.28
135,47,3,269.23,807.69
136,47,2,269.23,538.46
136,74,3,472.21,1416.63
136,61,3,183.55,550.65
137,75,1,185.86,185.86
137,93,3,497.5,1492.5
137,51,3,9.64,28.92
138,85,1,59.24,59.24
138,28,2,249.79,499.58
138,72,4,241.01,964.04
138,95,3,72.82,218.46
138,65,4,216.05,864.2
139,95,2,72.82,145.64
139,78,3,157.78,473.34
139,21,2,398.96,797.92
140,5,2,13.8,27.6
140,53,2,489.09,978.18
140,10,1,263.01,263.01
140,38,3,211.21,633.63
140,5,1,13.8,13.8
141,51,3,9.64,28.92
141,70,1,279.59,279.59
141,79,2,365.36,730.72
141,16,4,144.94,579.76
142,38,4,211.21,844.84
142,65,1,216.05,216.05
142,61,2,183.55,367.1
143,89,1,249.75,249.75
143,13,4,212.57,850.28
143,100,4,377.25,1509.0
143,59,2,493.16,986.32
144,21,3,398.96,1196.88
144,15,2,290.41,580.82
144,70,2,279.59,559.18
145,47,4,269.23,1076.92
145,43,4,161.9,647.6
145,77,4,207.66,830.64
146,95,1,72.82,72.82
146,52,1,427.9,427.9
146,94,4,280.87,1123.48
147,37,3,42.48,127.44
147,99,1,242.79,242.79
147,96,1,391.26,391.26
147,60,1,285.98,285.98
147,15,4,290.41,1161.64
148,69,3,41.55,124.65
148,55,4,188.56,754.24
148,12,2,392.51,785.02
148,68,2,98.46,196.92
148,50,4,361.92,1447.68
149,25,2,119.99,239.98
149,49,2,67.08,134.16
149,72,4,241.01,964.04
150,32,1,75.65,75.65
150,85,2,59.24,118.48
151,50,1,361.92,361.92
151,52,1,427.9,427.9
151,41,2,227.0,454.0
152,2,2,167.75,335.5
152,22,1,158.75,158.75
152,24,3,337.66,1012.98
152,35,4,15.69,62.76
152,64,2,183.62,367.24
153,32,3,75.65,226.95
153,31,2,183.12,366.24
154,85,1,59.24,59.24
154,55,2,188.56,377.12
154,62,4,348.79,1395.16
154,92,1,437.28,437.28
155,90,3,157.48,472.44
156,19,1,52.3,52.3
156,55,3,188.56,565.68
156,20,3,388.6,1165.8
156,85,3,59.24,177.72
156,33,1,109.21,109.21
157,92,1,437.28,437.28
158,95,1,72.82,72.82
159,61,2,183.55,367.1
159,45,2,243.97,487.94
159,39,4,312.46,1249.84
159,25,4,119.99,479.96
160,60,1,285.98,285.98
160,95,2,72.82,145.64
161,37,3,42.48,127.44
161,23,1,479.19,479.19
161,93,1,497.5,497.5
161,50,2,361.92,723.84
162,30,3,381.4,1144.2
162,54,2,191.7,383.4
162,60,2,285.98,571.96
162,69,1,41.55,41.55
163,34,4,312.76,1251.04
163,17,4,236.06,944.24
163,69,4,41.55,166.2
163,47,2,269.23,538.46
163,83,4,20.7,82.8
164,19,3,52.3,156.9
164,7,4,271.0,1084.0
165,60,2,285.98,571.96
165,63,2,462.26,924.52
165,36,4,266.61,1066.44
165,22,1,158.75,158.75
166,77,4,207.66,830.64
166,9,1,258.66,258.66
166,99,4,242.79,971.16
166,11,2,270.28,540.56
166,74,3,472.21,1416.63
167,62,1,348.79,348.79
167,98,1,32.39,32.39
167,11,2,270.28,540.56
167,53,1,489.09,489.09
168,9,1,258.66,258.66
169,21,2,398.96,797.92
169,65,2,216.05,432.1
169,91,1,344.51,344.51
170,61,1,183.55,183.55
170,58,2,447.62,895.24
170,89,1,249.75,249.75
171,4,4,360.91,1443.64
171,47,1,269.23,269.23
171,25,3,119.99,359.97
172,76,3,101.99,305.97
172,74,3,472.21,1416.63
172,30,3,381.4,1144.2
172,8,1,7.15,7.15
173,75,2,185.86,371.72
173,37,1,42.48,42.48
174,25,1,119.99,119.99
174,95,1,72.82,72.82
174,56,4,98.17,392.68
174,15,4,290.41,1161.64
175,38,3,211.21,633.63
175,65,4,216.05,864.2
176,88,3,427.9,1283.7
176,31,1,183.12,183.12
176,83,3,20.7,62.1
177,31,4,183.12,732.48
177,41,1,227.0,227.0
177,64,2,183.62,367.24
177,9,4,258.66,1034.64
177,55,3,188.56,565.68
178,40,4,277.18,1108.72
178,11,3,270.28,810.84
179,20,4,388.6,1554.4
179,22,1,158.75,158.75
179,92,2,437.28,874.56
179,92,2,437.28,874.56
179,43,2,161.9,323.8
180,65,3,216.05,648.15
180,1,1,111.25,111.25
181,35,4,15.69,62.76
181,4,1,360.91,360.91
181,18,1,391.81,391.81
182,55,3,188.56,565.68
182,74,2,472.21,944.42
182,9,4,258.66,1034.64
183,12,1,392.51,392.51
183,80,1,139.16,139.16
184,73,2,414.3,828.6
184,51,3,9.64,28.92
184,60,1,285.98,285.98
185,43,4,161.9,647.6
185,100,4,377.25,1509.0
185,35,3,15.69,47.07
185,95,1,72.82,72.82
186,64,3,183.62,550.86
186,12,3,392.51,1177.53
186,66,2,86.63,173.26
186,79,2,365.36,730.72
186,19,3,52.3,156.9
187,86,1,35.08,35.08
187,74,4,472.21,1888.84
187,93,1,497.5,497.5
188,95,3,72.82,218.46
188,89,2,249.75,499.5
189,42,3,181.92,545.76
189,85,3,59.24,177.72
189,81,2,169.92,339.84
190,47,1,269.23,269.23
190,86,2,35.08,70.16
191,18,1,391.81,391.81
192,48,4,44.22,176.88
192,53,3,489.09,1467.27
192,78,3,157.78,473.34
192,93,2,497.5,995.0
192,22,2,158.75,317.5
193,88,4,427.9,1711.6
193,68,1,98.46,98.46
193,77,2,207.66,415.32
194,46,1,367.02,367.02
194,43,4,161.9,647.6
194,2,1,167.75,167.75
194,68,3,98.46,295.38
194,38,2,211.21,422.42
195,72,1,241.01,241.01
195,14,1,14.86,14.86
196,37,2,42.48,84.96
196,96,1,391.26,391.26
196,86,3,35.08,105.24
196,8,3,7.15,21.45
196,49,1,67.08,67.08
197,81,2,169.92,339.84
197,68,1,98.46,98.46
198,51,3,9.64,28.92
198,36,3,266.61,799.83
198,93,3,497.5,1492.5
199,23,3,479.19,1437.57
199,16,2,144.94,289.88
199,57,2,57.47,114.94
199,78,1,157.78,157.78
199,70,3,279.59,838.77
200,16,4,144.94,579.76
200,91,2,344.51,689.02
201,68,3,98.46,295.38
201,64,2,183.62,367.24
201,44,1,122.31,122.31
202,64,2,183.62,367.24
202,51,2,9.64,19.28
203,46,1,367.02,367.02
203,32,3,75.65,226.95
203,30,4,381.4,1525.6
204,53,2,489.09,978.18
205,3,3,158.68,476.04
205,63,1,462.26,462.26
205,50,4,361.92,1447.68
205,16,2,144.94,289.88
206,75,2,185.86,371.72
206,70,3,279.59,838.77
206,93,3,497.5,1492.5
206,51,1,9.64,9.64
206,3,4,158.68,634.72
207,5,3,13.8,41.4
207,69,4,41.55,166.2
207,36,1,266.61,266.61
207,20,4,388.6,1554.4
207,86,3,35.08,105.24
208,31,4,183.12,732.48
208,71,3,287.44,862.32
209,13,2,212.57,425.14
209,74,1,472.21,472.21
210,45,2,243.97,487.94
211,33,1,109.21,109.21
211,11,1,270.28,270.28
211,56,1,98.17,98.17
212,12,4,392.51,1570.04
212,31,1,183.12,183.12
212,13,4,212.57,850.28
212,30,2,381.4,762.8
212,88,3,427.9,1283.7
213,85,1,59.24,59.24
213,43,3,161.9,485.7
213,73,3,414.3,1242.9
214,77,3,207.66,622.98
214,44,4,122.31,489.24
215,33,4,109.21,436.84
216,35,1,15.69,15.69
216,29,1,74.74,74.74
216,88,2,427.9,855.8
216,93,4,497.5,1990.0
216,33,2,109.21,218.42
217,18,2,391.81,783.62
217,7,3,271.0,813.0
217,70,3,279.59,838.77
217,39,4,312.46,1249.84
218,55,3,188.56,565.68
219,26,2,372.02,744.04
219,10,3,263.01,789.03
219,14,1,14.86,14.86
219,16,2,144.94,289.88
220,98,4,32.39,129.56
220,48,2,44.22,88.44
220,69,2,41.55,83.1
220,84,3,282.56,847.68
221,84,3,282.56,847.68
221,56,3,98.17,294.51
221,100,4,377.25,1509.0
221,44,4,122.31,489.24
221,17,3,236.06,708.18
222,38,4,211.21,844.84
222,95,1,72.82,72.82
222,50,1,361.92,361.92
223,67,4,407.75,1631.0
223,87,2,169.88,339.76
223,70,2,279.59,559.18
224,52,1,427.9,427.9
224,91,2,344.51,689.02
224,21,1,398.96,398.96
225,56,3,98.17,294.51
225,21,3,398.96,1196.88
225,38,2,211.21,422.42
226,75,1,185.86,185.86
227,7,4,271.0,1084.0
227,13,3,212.57,637.71
227,12,3,392.51,1177.53
228,93,3,497.5,1492.5
228,76,1,101.99,101.99
228,4,2,360.91,721.82
228,91,4,344.51,1378.04
229,29,4,74.74,298.96
229,93,4,497.5,1990.0
229,95,4,72.82,291.28
229,34,2,312.76,625.52
229,1,1,111.25,111.25
230,52,2,427.9,855.8
230,69,3,41.55,124.65
231,19,4,52.3,209.2
231,60,3,285.98,857.94
231,43,4,161.9,647.6
232,53,1,489.09,489.09
233,83,4,20.7,82.8
233,51,1,9.64,9.64
233,8,4,7.15,28.6
233,13,3,212.57,637.71
234,60,2,285.98,571.96
234,58,2,447.62,895.24
234,34,2,312.76,625.52
234,43,4,161.9,647.6
234,29,3,74.74,224.22
235,92,1,437.28,437.28
235,32,1,75.65,75.65
235,51,2,9.64,19.28
235,8,3,7.15,21.45
235,10,2,263.01,526.02
236,11,2,270.28,540.56
236,95,2,72.82,145.64
236,51,4,9.64,38.56
236,56,3,98.17,294.51
236,3,2,158.68,317.36
237,62,3,348.79,1046.37
238,41,4,227.0,908.0
238,80,3,139.16,417.48
238,48,3,44.22,132.66
238,24,1,337.66,337.66
238,69,2,41.55,83.1
239,19,1,52.3,52.3
239,74,1,472.21,472.21
239,44,4,122.31,489.24
239,6,2,391.62,783.24
240,24,1,337.66,337.66
240,94,1,280.87,280.87
240,60,3,285.98,857.94
240,95,3,72.82,218.46
241,53,3,489.09,1467.27
241,30,4,381.4,1525.6
242,49,3,67.08,201.24
242,44,4,122.31,489.24
242,54,1,191.7,191.7
243,90,3,157.48,472.44
243,74,3,472.21,1416.63
243,24,2,337.66,675.32
243,16,3,144.94,434.82
244,17,2,236.06,472.12
244,60,4,285.98,1143.92
244,91,1,344.51,344.51
244,79,3,365.36,1096.08
244,73,2,414.3,828.6
245,95,1,72.82,72.82
245,40,4,277.18,1108.72
245,19,4,52.3,209.2
245,48,1,44.22,44.22
246,47,4,269.23,1076.92
246,43,2,161.9,323.8
246,58,2,447.62,895.24
246,90,3,157.48,472.44
246,35,3,15.69,47.07
247,69,1,41.55,41.55
247,53,3,489.09,1467.27
248,77,4,207.66,830.64
248,15,4,290.41,1161.64
248,21,3,398.96,1196.88
249,57,3,57.47,172.41
249,76,3,101.99,305.97
250,67,3,407.75,1223.25
250,46,4,367.02,1468.08
250,65,4,216.05,864.2
250,66,4,86.63,346.52
250,72,3,241.01,723.03
251,54,1,191.7,191.7
251,3,3,158.68,476.04
251,38,2,211.21,422.42
251,13,3,212.57,637.71
252,59,1,493.16,493.16
253,59,2,493.16,986.32
253,10,1,263.01,263.01
253,7,3,271.0,813.0
253,9,3,258.66,775.98
253,95,4,72.82,291.28
254,38,2,211.21,422.42
254,55,2,188.56,377.12
255,100,3,377.25,1131.75
255,36,3,266.61,799.83
255,21,2,398.96,797.92
256,67,2,407.75,815.5
257,88,1,427.9,427.9
257,91,3,344.51,1033.53
257,22,1,158.75,158.75
258,7,1,271.0,271.0
258,40,3,277.18,831.54
258,91,1,344.51,344.51
258,9,3,258.66,775.98
258,60,3,285.98,857.94
259,25,2,119.99,239.98
260,87,3,169.88,509.64
260,70,4,279.59,1118.36
261,38,2,211.21,422.42
261,99,1,242.79,242.79
261,51,2,9.64,19.28
262,67,1,407.75,407.75
262,9,2,258.66,517.32
263,44,4,122.31,489.24
263,80,4,139.16,556.64
264,46,3,367.02,1101.06
265,67,4,407.75,1631.0
265,94,2,280.87,561.74
265,54,2,191.7,383.4
266,86,2,35.08,70.16
267,92,4,437.28,1749.12
267,24,2,337.66,675.32
267,88,3,427.9,1283.7
267,22,3,158.75,476.25
267,43,2,161.9,323.8
268,94,1,280.87,280.87
268,55,4,188.56,754.24
268,2,1,167.75,167.75
268,42,2,181.92,363.84
268,24,4,337.66,1350.64
269,90,1,157.48,157.48
270,14,2,14.86,29.72
270,74,1,472.21,472.21
270,32,1,75.65,75.65
271,39,3,312.46,937.38
271,42,1,181.92,181.92
271,30,4,381.4,1525.6
271,33,2,109.21,218.42
272,13,3,212.57,637.71
272,50,4,361.92,1447.68
273,36,1,266.61,266.61
273,27,1,446.68,446.68
274,14,2,14.86,29.72
274,73,2,414.3,828.6
274,99,4,242.79,971.16
274,80,1,139.16,139.16
275,52,3,427.9,1283.7
275,78,4,157.78,631.12
275,20,2,388.6,777.2
275,52,4,427.9,1711.6
275,44,1,122.31,122.31
276,46,2,367.02,734.04
277,90,4,157.48,629.92
277,6,3,391.62,1174.86
278,39,1,312.46,312.46
279,98,3,32.39,97.17
279,8,1,7.15,7.15
279,14,2,14.86,29.72
279,20,1,388.6,388.6
280,31,1,183.12,183.12
280,56,3,98.17,294.51
280,84,2,282.56,565.12
281,91,4,344.51,1378.04
281,11,2,270.28,540.56
281,48,4,44.22,176.88
282,23,1,479.19,479.19
282,68,3,98.46,295.38
282,99,1,242.79,242.79
282,17,3,236.06,708.18
282,7,4,271.0,1084.0
283,53,1,489.09,489.09
283,95,1,72.82,72.82
283,52,1,427.9,427.9
283,56,2,98.17,196.34
284,83,2,20.7,41.4
284,18,2,391.81,783.62
284,70,1,279.59,279.59
284,53,2,489.09,978.18
285,26,1,372.02,372.02
285,74,2,472.21,944.42
286,73,3,414.3,1242.9
287,76,4,101.99,407.96
288,13,3,212.57,637.71
288,25,1,119.99,119.99
288,73,2,414.3,828.6
288,8,3,7.15,21.45
289,78,3,157.78,473.34
289,14,1,14.86,14.86
289,7,3,271.0,813.0
289,94,1,280.87,280.87
290,11,1,270.28,270.28
291,51,3,9.64,28.92
291,64,2,183.62,367.24
292,89,2,249.75,499.5
293,68,1,98.46,98.46
293,11,3,270.28,810.84
294,51,2,9.64,19.28
294,40,3,277.18,831.54
294,93,2,497.5,995.0
294,43,2,161.9,323.8
295,25,2,119.99,239.98
295,35,4,15.69,62.76
295,98,2,32.39,64.78
295,83,2,20.7,41.4
296,12,3,392.51,1177.53
296,61,4,183.55,734.2
296,62,4,348.79,1395.16
296,82,2,366.72,733.44
297,71,2,287.44,574.88
297,9,2,258.66,517.32
297,31,4,183.12,732.48
298,35,2,15.69,31.38
298,65,1,216.05,216.05
298,78,3,157.78,473.34
298,13,3,212.57,637.71
299,80,3,139.16,417.48
299,37,4,42.48,169.92
300,51,2,9.64,19.28
300,33,4,109.21,436.84
300,98,3,32.39,97.17
301,59,2,493.16,986.32
301,94,4,280.87,1123.48
301,18,2,391.81,783.62
301,5,2,13.8,27.6
302,66,4,86.63,346.52
302,67,4,407.75,1631.0
302,64,2,183.62,367.24
303,97,4,285.12,1140.48
303,76,4,101.99,407.96
303,2,2,167.75,335.5
303,63,4,462.26,1849.04
303,81,1,169.92,169.92
304,13,1,212.57,212.57
304,100,4,377.25,1509.0
304,3,2,158.68,317.36
304,32,2,75.65,151.3
304,70,3,279.59,838.77
305,79,4,365.36,1461.44
305,74,4,472.21,1888.84
305,10,4,263.01,1052.04
306,32,3,75.65,226.95
306,100,1,377.25,377.25
307,39,4,312.46,1249.84
307,68,1,98.46,98.46
307,100,3,377.25,1131.75
308,38,3,211.21,633.63
308,35,1,15.69,15.69
308,37,1,42.48,42.48
308,61,4,183.55,734.2
309,75,3,185.86,557.58
309,72,1,241.01,241.01
309,40,2,277.18,554.36
310,41,4,227.0,908.0
310,21,4,398.96,1595.84
311,51,1,9.64,9.64
311,68,4,98.46,393.84
311,19,2,52.3,104.6
311,24,1,337.66,337.66
312,57,3,57.47,172.41
312,49,3,67.08,201.24
312,28,4,249.79,999.16
312,49,1,67.08,67.08
313,88,1,427.9,427.9
314,58,3,447.62,1342.86
315,8,2,7.15,14.3
315,4,1,360.91,360.91
315,82,1,366.72,366.72
316,74,3,472.21,1416.63
